merging_variable,country,leader,party,lr,president,term,startofterm,yearbegin,endofterm,yearend,speechtype,speechnum,codernum,rubricgrade,averagerubric,totalaverage,wb_region,region
Dominican Republic_Fernandez_Campaign_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Campaign,1,2,1,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Campaign_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Campaign,1,3,NA,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Campaign_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Campaign,1,4,NA,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Ribbon_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Ribbon cutting,2,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Ribbon_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Ribbon cutting,2,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Ribbon_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Ribbon cutting,2,3,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Ribbon_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Ribbon cutting,2,4,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_International_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,International,3,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_International_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,International,3,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_International_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,International,3,3,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_International_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,International,3,4,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Famous_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Famous,4,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Famous_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Famous,4,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Famous_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Famous,4,3,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic_Fernandez_Famous_3.txt,Dominican Republic,Leonel Fernandez,Dominican Liberation Party,1,1,3,2008-08-16,2008,2012-08-16,2012,Famous,4,4,NA,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Ribbon_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Ribbon cutting,2,1,1,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Ribbon_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Ribbon cutting,2,2,0,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Ribbon_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Ribbon cutting,2,3,0,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Ribbon_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Ribbon cutting,2,4,NA,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_International_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,International,3,1,1,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_International_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,International,3,2,0,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_International_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,International,3,3,0,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_International_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,International,3,4,NA,0.333333333333333,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Famous_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Famous,4,1,1,0.5,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Famous_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Famous,4,2,0,0.5,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Famous_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Famous,4,3,NA,0.5,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Palacio_Famous_1.txt,Ecuador,Alfredo Palacio,Independent,0,1,1,2005-04-20,2005,2007-01-15,2006,Famous,4,4,NA,0.5,0.388888888888889,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Ribbon_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Ribbon cutting,2,1,0.4,0.35,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Ribbon_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Ribbon cutting,2,2,0.3,0.35,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Ribbon_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Ribbon cutting,2,3,NA,0.35,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Ribbon_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Ribbon cutting,2,4,NA,0.35,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_International_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,International,3,1,0.1,0.05,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_International_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,International,3,2,0,0.05,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_International_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,International,3,3,NA,0.05,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_International_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,International,3,4,NA,0.05,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Famous_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Famous,4,1,0.4,0.3,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Famous_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Famous,4,2,0.2,0.3,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Famous_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Famous,4,3,NA,0.3,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Noboa_Famous_1.txt,Ecuador,Gustavo Noboa,Christian Democratic Union,0,1,1,2000-01-22,2000,2003-01-15,2002,Famous,4,4,NA,0.3,0.233333333333333,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Ribbon cutting,2,1,2,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Ribbon cutting,2,2,2,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Ribbon cutting,2,3,NA,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Ribbon cutting,2,4,NA,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,International,3,1,1,1,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,International,3,2,1,1,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,International,3,3,NA,1,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,International,3,4,NA,1,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Famous,4,1,2,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Famous,4,2,2,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Famous,4,3,NA,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
,Ecuador,Jose Maria Velasco Ibarra,Conservative Party,NA,1,6,1968-09-01,1968,1972-02-15,1971,Famous,4,4,NA,2,1.66666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Campaign_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Campaign,1,1,0,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Campaign_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Campaign,1,2,0.5,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Campaign_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Campaign,1,3,NA,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Campaign_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Campaign,1,4,NA,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Ribbon_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Ribbon cutting,2,1,0.2,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Ribbon_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Ribbon cutting,2,2,0.3,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Ribbon_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Ribbon cutting,2,3,NA,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Ribbon_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Ribbon cutting,2,4,NA,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_International_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,International,3,1,0,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_International_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,International,3,2,0.1,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_International_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,International,3,3,NA,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_International_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,International,3,4,NA,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Famous_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Famous,4,1,0.3,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Famous_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Famous,4,2,0.1,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Famous_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Famous,4,3,NA,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Moreno_Famous_1.txt,Ecuador,Lenin Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,2017-05-24,2017,2021-05-24,2021,Famous,4,4,NA,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Campaign_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Campaign,1,1,1.5,1.6,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Campaign_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Campaign,1,2,1.7,1.6,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Campaign_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Campaign,1,3,NA,1.6,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Campaign_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Campaign,1,4,NA,1.6,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_International_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,International,3,1,0.2,0.1,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_International_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,International,3,2,0,0.1,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_International_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,International,3,3,NA,0.1,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_International_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,International,3,4,NA,0.1,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Famous_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Famous,4,1,1.2,1.2,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Famous_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Famous,4,2,1.2,1.2,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Famous_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Famous,4,3,NA,1.2,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Gutierrez_Famous_1.txt,Ecuador,Lucio Gutierrez,January 21Patriotic Society,1,1,1,2003-01-15,2003,2005-04-20,2005,Famous,4,4,NA,1.2,0.966666666666667,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Famous,2,1,1.9,1.95,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Famous,2,2,2,1.95,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Famous,2,3,NA,1.95,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Famous,2,4,NA,1.95,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,International,3,1,1.6,1.7,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,International,3,2,1.8,1.7,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,International,3,3,NA,1.7,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,International,3,4,NA,1.7,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Ribbon cutting,4,1,1.5,1.55,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Ribbon cutting,4,2,1.6,1.55,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Ribbon cutting,4,3,NA,1.55,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_2.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,2009-08-10,2009,2013-03-22,2013,Ribbon cutting,4,4,NA,1.55,1.73333333333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Campaign,1,1,1.6,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Campaign,1,2,1.7,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Campaign,1,3,NA,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Campaign,1,4,NA,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Famous,2,1,1.8,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Famous,2,2,1.7,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Famous,2,3,NA,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Famous_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Famous,2,4,NA,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,International,3,1,1.6,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,International,3,2,1.5,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,International,3,3,NA,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,International,3,4,NA,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Ribbon cutting,4,1,1.3,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Ribbon cutting,4,2,1,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Ribbon cutting,4,3,NA,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_3.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,2013-03-22,2013,2017-05-24,2017,Ribbon cutting,4,4,NA,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Campaign,1,1,2,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Campaign,1,2,2,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Campaign,1,3,NA,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Campaign_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Campaign,1,4,NA,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Ribbon cutting,2,1,0,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Ribbon cutting,2,2,1,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Ribbon cutting,2,3,NA,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_Ribbon_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,Ribbon cutting,2,4,NA,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,International,3,1,1,1,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador_Correa_International_1.txt,Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,2007-01-15,2007,2009-08-10,2009,International,3,2,1,1,1.25,Latin America & Caribbean,Latin America & Caribbean
