,essay_id,essay_id_comp,competition_set,full_text,holistic_essay_score,discourse_id,discourse_start,discourse_end,discourse_text,discourse_type,discourse_type_num,discourse_effectiveness,hierarchical_id,hierarchical_text,hierarchical_label,provider,task,source_text,prompt_name,assignment,gender,grade_level,ell_status,race_ethnicity,economically_disadvantaged,student_disability_status,essay_word_count
67647,AAAOPP13416000070294,13EBA3BE41C2,train,"Have you heard of the photo taken in 2001 that revealed a strange, unusual, ""Face on Mars?"" In 1976, NASA's Viking 1 spacecraft was circling Mars in search for a landing spot for its sister ship. During the look for a site, the spacecraft noticed something that resembled a human face. This discovery brought up a huge debate between other NASA scientist and conspiracy theorists. The people thought that the Face was a confirmation of life on Mars, but we scientist can ensure you that the Face is just a natural landform. The picture captured of the Face on Mars is just a natural landform because Marian mesas are common around where it was spotted, Mars Global Suveyor confirmed there was no alien monument, and high-resolution images from NASA revealed that the Face is just a mesa.

The Face on Mars was discovered on a red planet called Cydonia. When Jet Propulsion Lab seen the photographs captured by the NASA's Viking 1 spacecraft, they figured that it was just another Martain mesa. Jet Propulsion Lab came to the conclusion that it was just a mesa because in the text it states, ""Scientist figured it was just another Martian mesa, common enough around Cydonia..."" From this the reader can infer that mesas are often found on this planet. Not only did Jet Proplusion Lab believe it was just a natural landform, Mars Global Suveyor also believed it was created naturally.

On April 5, 1998, Mars Global Suveyor confirmed there was no alien monument after all. The spacecraft flew over Cydonia and also captured a picture of the pop icon, the Face on Mars,. The Mars Global Surveyor took a photograph, but ten times sharper than the original photograph from NASA's Viking photos. This picture sure proved that there were no alien monuments. However, people believed it was too cludy to see clearly. Therefore, a high-resolution image from more recent technology offically confirmed that the Face is just a mesa.

Mission controllers from Mars Global Surveyor prepared to take another look at the Face on Mars. On April 8, 2001, the spacecraft flew over Cydonia again and captured a photo as clear as day. Jim Garvin, chief scientist for NASA's Mars Exploration Program, said,"" Malin's team captured an extraordinary photo using the camera's absolute maximum resolution."" This photograph showed that the Face on Mars is equivalent to landforms found around the American West.

In conclusion, the picture captured of the Face on Mars is just a natural landform because Marian mesas are common around where it was spotted, Mars Global Suveyor confirmed there was no alien monument, and high-resolution images from NASA revealed that the Face is just a mesa. I believe that this was an amazing discovery and gave us, NASA scientist, a challenge to go out and find evidence to prove conspiracy theorists's accustuations. ",5,1618000000000.0,712,715,and ,Unannotated,Unannotated 1,,,,,Indiana,Text dependent,"""Unmasking the Face on Mars""",The Face on Mars,"You have read the article 'Unmasking the Face on Mars.' Imagine you are a scientist at NASA discussing the Face with someone who thinks it was created by aliens. Using information in the article, write an argumentative essay to convince someone that the Face is just a natural landform.Be sure to include: claims to support your argument that the Face is a natural landform; evidence from the article to support your claims; an introduction, a body, and a conclusion to your argumentative essay.",F,8.0,No,Black/African American,Economically disadvantaged,Not identified as having disability,471
136983,AAAXMP138200000826162125_OR,9D05C9239608,train,"I think students have benefits while they are attend thier clases in online because it helps them to learn more and to growth themselves.

Students will have more time to learn while, they are attendin their classes in home because they wil get enough time to study , to finish their homework or assignment because the have time that helps them to have to get good grade. For instance, I attended some clasese in online like; Computer Intro that helped me to hearn more about computer and helps to get some some information about how to write fast and the teacher gives me information about typing club that helps me to write quickly. Attending online classes gives alot of information like: how to research, what to look, and how to take notes it's helps to get more enough time to learn.

Also, it helps to save your time because many young teeneger works while they are in school. For-example, my friends start working while she is sixteen because she wants to save many to collage and to help herself. If, students taking online classes that helps to save their time because students who is working while in high school some students working after school and they going sleep late that distarcted to not give attension to the classes , but if students are taking online classes that would help to have time to review and it helps pay atttension well. It helps them to do well in skills by learning also it helps to by finiacal.

Aluthough, many of said taking online classes in home has disadantage because students get easly distarcted and can't improve themselves.

Students will get easy distarcted if, they are taking online or video while they are in home beacuse they can get ealy distarcted by social media like: Facebook, Indtagram or Snapchat because of most teeneger spend time to socia media that doesn't help them to do well in classes also, they can't get improve themselves because they can get alot of free time that doesn't help students to be succseful , however the teacher will give the students assignment, test, and homework while they attend the classes the teacher know how the students doing that helps the students to keep the track. Also, the teachers have the students parenting email when students first register that helps to keep students by paranting eyes. The teachers will send email to parents when they have test result , so parents will see how his/her children doing in the classes.

In summary, students can get good grades and they can improve knowledge while they are home taking by online classes.                                                                                                              ",3,1621770000000.0,1430,1567,"Aluthough, many of said taking online classes in home has disadantage because students get easly distarcted and can't improve themselves. ",Counterclaim,Counterclaim 1,Adequate,1621770000000.0,I think students have benefits while they are attend thier clases in online,Position,Virginia,Independent,,Distance learning,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing. Do you think students would benefit from being able to attend classes from home? Take a position on this issue. Support your response with reasons and examples.,F,11.0,No,Black/African American,Not economically disadvantaged,Not identified as having disability,497
128932,2021007165,199980ADEC34,train,"Dear TEACHER_NAME,

I believe that Policy 1 is better.

I believe that this policy is better because; one, it gives the students to have a ""free"" time and to be able to get their minds off all of their school work and it gives them a chance to communicate with other people, and two, I believe that having a cell phone out during a lunch period does not interfere with how the students learn.

Policy 1 would let the students have more freedom then they would normally have and I believe that when students get to have freedoms, like this one, they will behave better because they will not be trying to sneak and check their phone during their class period.

Whenever I see a student checking their phone during class time, it does distract me and I believe that if students would be able to use their cell phones during other times throughout the school day, then they would be less likely to try to use their phone during class.

Policy 2 doesn't let the students have any freedoms with their cell phones, and when students know that they don't have any privileges with their phones, they try to get away without anyone noticing them using it.

Although most students listen to the policies when it comes to their cell phones, some just don't.

Most of the students listen because they either don't want to get their phone taken away, or they don't care that they can't use their phones during the school day.

Then, other students don't care if they do or don't get caught using it.

I would like you to consider my thoughts and ideas about the cell phone usage during the school day and maybe also consider changing the policy.

I appreciate you taking your time to read my letter.

STUDENT_NAME      ",3,1620060000000.0,1144,1482,"Although most students listen to the policies when it comes to their cell phones, some just don't.

Most of the students listen because they either don't want to get their phone taken away, or they don't care that they can't use their phones during the school day.

Then, other students don't care if they do or don't get caught using it. ",Evidence,Evidence 3,Adequate,1620060000000.0,"Policy 2 doesn't let the students have any freedoms with their cell phones, and when students know that they don't have any privileges with their phones, they try to get away without anyone noticing them using it.",Claim,NCES,Independent,,Cell phones at school,"Your principal is reconsidering the school's cell phone policy. She is considering two possible policies: 
Policy 1: Allow students to bring phones to school and use them during lunch periods and other free times, as long as the phones are turned off during class time. 
Policy 2: Do not allow students to have phones at school at all.
Write a letter to your principal convincing her which policy you believe is better. Support your position with specific reasons.",F,8.0,No,White,Not economically disadvantaged,Not identified as having disability,301
93866,AAAOPP13416000010536,815D2A09CF1B,train,"Boom! Tire blows. Only if the driverless car, supposly a smart car, senn the road construction ahead it could of prevented the accident. Then the sensors for the cars I know will take weeks to put all of them in to properly work. Also how is it suppose to be a smart car when you still have to hold the wheel at all times. Although it might have some positives about the car, it still has a numerous number of negitives such as: if the driverless car goes to fast do you get a ticket and have to pay or what is the consequences.

First and foremost, the sensors on the smart cars. It must take a fortune to buy and apply every single little sensor thats need daily on the rode. Plus it must take alot of people to do that and you have to pay them a lot as well so that means you're going to spend so much money that you're going to try and sell it for a huge price of change that no one has to spend. Or the timing, it probably take one/fourth of the time it take to make that robot car.

Moreover, you have to keep your hands on the wheel at all times. What if you're taking a rode trip and you want to get some rest, you can't because your handle has to be positioned on the wheel at all times. Also if you have a important meating and you are trying to finish up your presentation,you can't. Eventhough it might do some incredible things but it aslo can mouth-function and leave you stranded.

Equally important, what about the laws for the car. Most importantly i want to know who gets the ticket and pays for it if the car gets pulled over if going to fast is it you or the manufacturing company. Then it could overide and take far away from where you need to be because the smart car is really like a colassal mobile computer. If it over heats and blows who get blamed for someones death.

Overall, I disaggre and also disapprove this vehicle. As a driver and owner of a smart car i would rather have it Barren like the ones we drive daily thats less worries. Also cheaper to get fixed and worked on then getting my car reprogramed and a whole new pc system in it.",3,1621020000000.0,578,984,"It must take a fortune to buy and apply every single little sensor thats need daily on the rode. Plus it must take alot of people to do that and you have to pay them a lot as well so that means you're going to spend so much money that you're going to try and sell it for a huge price of change that no one has to spend. Or the timing, it probably take one/fourth of the time it take to make that robot car. ",Evidence,Evidence 1,Adequate,1621020000000.0,"First and foremost, the sensors on the smart cars",Claim,Indiana,Text dependent,"""Driverless Cars are Coming""",Driverless cars,"In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",M,10.0,No,Black/African American,Economically disadvantaged,Not identified as having disability,400
154257,AAAXMP138200001639032810_OR,7A56F29D9707,train,"Have you ever asked more than one person for a solution to your problem? Were there millions of thoughts swimming through your mind about how you could solve the problem you were in, or how you got yourself into that position in the first place? It's normal, everyone has been in those types of situation before. It's a common thing for someone to ask more than one person for advice. Usually, because the person they are asking is more wiser and knowledgeable than them, or they are trying to find the best answer, or even to know the mistake they are about to make. Let me break it down for you.

First, a person might ask more than one person for advice because they want the best answer. People like to find the easy way out of things and to not think too had about something, because they can get overwhelmed. For example, a middle schooler named ""Generic_Name,"" was just told a big secret from her friend ""Generic_Name."" Generic_Name wanted to hurt himself, and he had only told Generic_Name about it. He had also told her that she can't tell anyone about the secret. Generic_Name doesn't want Generic_Name to hurt himself, and she wants to tell someone. But, Chis told her to not do that. Generic_Name got hit in the face by thousands of emotions and got really worried about her friend. When Generic_Name came home from school, she told her brother about the situation, her brother said,"" if Generic_Name wants to hurt himself, then let him do it."" Generic_Name didn't think that was a good answer. So, she went to her mother who said, ""maybe you should tell his parents about it."" Generic_Name didn't like that answer a whole lot either. Finally, she went to her father who said, "" you need to help Generic_Name out by telling him all the good things about life and help him be happy, maybe change his mind."" Out of all the answers Generic_Name got, she choose her dad's answer, because it was the best out of all of them. A person will ask others for the best answer or advise, because they think their answer is a bad one and can turn into them making a mistake.

Next, a reason why others will want to get advise from other people, is because they don't like the answer that they came up with in their head, they want to know what others think about their solution, or if they are making a bad choice. For example, a 5th grader named ""Generic_Name"" wants to cheat on a test that he didn't study for. He thinks its a great plan, but he wants to know what his parents will think about it. At dinner, he tells his parents about his plan on cheating on the test. His dad said, "" you shouldn't do that, or you will get in a lot of trouble. Plus, you won't get a good grade. Also, you will have to take the test again."" His mother nodded in agreement. The 5th grader was glad he didn't cheat off the test, because he would have made a big mistake. He is relived to have people who are wiser then him proofread his answers to his problems. Lots of people like talking about their problems to people who are more wiser and experienced then them.

Finally, someone might asked others for advice to help solve their problem, because the people they are asking might be more knowledgeable, or have better common sense then them. Most people say that your brain doesn't fully developed until your in your 20's, so asking others who are more experienced than you is a good thing. Let me give you a thought, you want to get this action figure that is super rare, and theres only 2 of that specific one you want left in the world! All the owner needs is your credit card number, house and ZIP code address, and a copy of your birth certificate. You have this weird feeling about the situation, so you call your uncle about it, who is a mastermind on these types of action figures. You call your uncle and tell him about the figure and that theres only two left in the world, but the owner of the action figure needs all this personal data from you in order to have it shipped. Your uncle says that you shouldn't go for the deal because its a scam. He also says, that no company is going to need that much information from you to buy something. After your done with the call, you felt overjoyed that you had talked to your uncle about the whole thing, because you could of gotten into a lot of trouble.

Overall, it is a good that a person likes to seek advice from others about a problem they are in, it can save them from getting in to trouble or getting in the middle of something wild. Talking to someone who is wiser than you is a fantastic option, so is looking for the best answer out of the ones you got. Even knowing the mistakes you might of made is a good thing. These options can also help you build independent skills, then you won't have to interview people for their thoughts on things. It's okay to ask people for advice, there is no reason to feel guilty. Soon, people might be asking you for advice.",5,1617990000000.0,4305,4909,"it is a good that a person likes to seek advice from others about a problem they are in, it can save them from getting in to trouble or getting in the middle of something wild. Talking to someone who is wiser than you is a fantastic option, so is looking for the best answer out of the ones you got. Even knowing the mistakes you might of made is a good thing. These options can also help you build independent skills, then you won't have to interview people for their thoughts on things. It's okay to ask people for advice, there is no reason to feel guilty. Soon, people might be asking you for advice. ",Concluding Statement,Concluding Statement 1,Adequate,,,,Virginia,Independent,,Seeking multiple opinions,"When people ask for advice, they sometimes talk to more than one person. Explain why seeking multiple opinions can help someone make a better choice. Use specific details and examples in your response.",F,8.0,No,Hispanic/Latino,Not economically disadvantaged,Not identified as having disability,909
148421,AAAXMP138200001640262125_OR,F368BBECCCD1,train,"Imagine you are a Highschool student struggling to keep up with the work in all of your classes, with online school you can work at your own pace and be able to get better grades or maybe you have a job that requires you to be there during part of a school day. Those are just some of the many reasons I believe how students can benefit from online school.

Some people believe that kids do not benefit from online school, for example, the kids can't get actual help from a teacher who is normally present during regular school. This is important because some kids learn differelntly than others and may need that extra help from a teacher but some online courses may not have that option.

Online school can be very beneficial for students in high school and college students who have jobs to where they cant attend school for a full day, for instance, I have a friend who gets paid to play video games and so he does his school online and he can complete it at his conveinience and still get a degree. This is important because it gives the student a chance to learn and be able to accomplish other things at the same time.

Students who have a difficult time keeping up with the work in the classroom can also benefit from online school because they can complete the tasks at their own pace, for example, I have a hard time keeping up with the pace of my math class and believe that if I were to be able to learn the material at my own pace I would be doing a lot better in that class. This is the case for most students in highschool, they have a class that they are stuggling to keep up with and because of it they aren't doing as well as they could.

In conclusion, for the reasons listed above, I believe that students can benefit from being able to attend classes from home, school can be difficult, especially when there are other things going on in your life.",4,1622140000000.0,1121,1287,Students who have a difficult time keeping up with the work in the classroom can also benefit from online school because they can complete the tasks at their own pace ,Claim,Claim 5,Adequate,1622140000000.0,Those are just some of the many reasons I believe how students can benefit from online school.,Position,Virginia,Independent,,Distance learning,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing. Do you think students would benefit from being able to attend classes from home? Take a position on this issue. Support your response with reasons and examples.,M,11.0,No,White,Not economically disadvantaged,Not identified as having disability,348
2765,5.54267E+12,6A19DD2DC494,train,"PHONES & DRIVING

Cell phone use while driving statistics show that this behavior is common and dangerous for teen drivers. According to the National Safety Council, 1.2 million car crashes in 2013 involved drivers talking on the phone, and at least 341,000 involved text messaging. Knowing cell phone use while driving statistics and texting and driving facts may help families manage this dangerous risk.

Texting while driving and other cell phone use while driving statistics show that this multitasking behind the wheel is becoming a life-threatening norm. Talking or texting while driving or checking or sending social media posts takes eyes and brains off the task of driving. Coupled with inexperience and lack of driving skills, cell phone use can be especially deadly for teen drivers.

Because technology will change and new distractions will be introduced, parents need to make sure teens understand the value of engaged driving where the driver is continuously attentive and focused. Make a family commitment not to use distracting devices while driving.

Parents should also avoid calling their teen when he or she is driving. Instead ask to be called before leaving one place and when arriving at the next destination. A teen may feel compelled to answer a parent's call if received while driving.                         ",3,1622930000000.0,683,795,"Coupled with inexperience and lack of driving skills, cell phone use can be especially deadly for teen drivers. 
",Evidence,Evidence 1,Adequate,1622930000000.0,Talking or texting while driving or checking or sending social media posts takes eyes and brains off the task of driving.,Claim,Georgia Virtual,Independent,,Phones and driving,"Today the majority of humans own and operate cell phones on a daily basis. In essay form, explain if drivers should or should not be able to use cell phones in any capacity while operating a vehicle.",M,,,Black/African American,,,231
62399,AAATRP14318000381040,C162431F429E,train,"I like this feature. I'd consider it very helpful on both computers and robots. Regarding robots, I wonder if Baymax from Disney's ""Big Hero 6"" had something like it. He was like a robotic nurse as explained by the main character. However, it wouldn't work in concrete tunnels.

Regarding computers, if the feature could have come out a bit sooner, then Nickelodeon could've used it for a non-animated TV show they came out with, called ""I Am Frankie"". I'm still waiting for the show to continue. In one of the last two episodes of this show, one of the judges for this competition that was like a quiz show said that computers can't feel human emotions, but a girl who was part computer proved her wrong. I like this show because it gives me proof of how smart computers are.

In conclusion, this feature should be used in all computers. I'd like for it to be used in robots too, that way robots could take the expression and mimic it. I'm pretty sure the ""Transformers"" movies have something like it too. If the ""Transformers"" movies and ""Big Hero 6"" use it then it was probably already thought of. With computers, someone could type into the computer ""How am I feeling today?"" and the computer could respond with an emotion like said computer has ESP.",2,1619290000000.0,80,166,"Regarding robots, I wonder if Baymax from Disney's ""Big Hero 6"" had something like it. ",Claim,Claim 1,Ineffective,1619290000000.0,I like this feature. I'd consider it very helpful on both computers and robots.,Position,Indiana,Text dependent,"""Making Mona Lisa Smile"", by Nick D'Alto",Facial action coding system,"In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",M,10.0,No,White,Not economically disadvantaged,Identified as having disability,222
5739,5.79784E+12,C2E56AB77371,train,"Everyday , people are losing their lives in accidents because of the use of cell phones while driving. In most situations cell phones are the most abused element to cause accidents. Cell phones are a major distraction in the society today. Many people depend on them to get to where they need to go. I believe that the use of cell phones should be banned because they can cause fatal accidents , serious distractions , and the death of many people.

Fatal accidents happen because drivers are paying attention to their cell phones and not on the road. These accidents occur because people aren't able to multitask. They put not only their life in danger but other drivers and pedestrian . Driving needs your full divided attention. People are continuously dying because they lost control of their vehicle from worrying bout their phones. They fail to concentrate on minor or major activities happening around them.

Another reason using cell phones while driving should be banned is because it's a very serious distraction. People pay more attention to their phones than the road. Drivers using their cell phone react slowly and often make wrong decision causing serious accidents involving other vehicles also. When the drivers are distracted they have low chance of reducing performance skills. Having a conscience of the events happening around the vehicle leads to greater impacts on driving.

In conclusion , cell phone usage while driving is a danger zone to yourself and other drivers. Using a cell phone while driving is a factor that leads to a grave. In society today this hazard is still going on. Banning cell phones while driving puts out a better impact on people's lives.   ",4,1622570000000.0,421,446,the death of many people. ,Claim,Claim 3,Adequate,1622570000000.0, I believe that the use of cell phones should be banned ,Position,Georgia Virtual,Independent,,Phones and driving,"Today the majority of humans own and operate cell phones on a daily basis. In essay form, explain if drivers should or should not be able to use cell phones in any capacity while operating a vehicle.",F,,,Black/African American,,,283
58423,AAATRP14318000944318,2252B166CE0D,train,"Nowaday, the world of technology is really big all around the world. People start to use technology for everything in their daily life. From their house, their school or work. Phone, laptop, computer, cars, etc. Each day a lot of inventors work hard to produce their invention to make the world better. Recently, iphone company just release a new iphone called iphone X that you can unlock the phone without using your finger, you can just look at the camera and the phone will recognize your face and open it for you. That is a really popular invention that everyone excited to buy and love to use. People create many new technology for it to communicate with humans like iphone X as an example. Thomas Huang professor of University of Illinois collaboration with Nicu Sebe professor of University of Amsterdam created a software called :""Facial Action Coding System."" The software were created because Dr. Huang said that he want to develop better ways for huamsn and computers to communicate. The software can recognize humans emotions. Either, you happy, sad, fear or surprise, the computer just look at you and tell what is your feeling right the way. Because Dr. Huang is a professor at University of Illinois, beside the software he just look like every professior that have to go to class and teach. As many people know, not every time you attend the class you understand what the teacher teach you. Sometime you get bored, sometime you get confused or tired. But all of that emotions you are the only one that know about it. With that in mind, Dr. Huang wanted to bring the software to his class so he will know his lesson is actually go through students mind or not. He will know the time to change the topic to make student more productive, more happy and enjoy in his lesson. Not just only him, every teacher in the world need this sofware, everyone want their students to happy to learn. More happy you are, more focus you are in the class. The Facial Action Coding System is a valuable software for school that help teacher recognize students feeling and that can make the class better.

Here is how it works. According to the article ""The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like a human muscles"" This show that, we can believe in the result of the software after its read the emotions. Because the computer created a model of the face, with all muscles that humans has. When you move your face the 3-D model of the face will form exactly the same as your face to help the software recognize what is that emotion. One of psychologist and creator of FACS that work with Dr. Huang is Dr. Paul Eckman has classified there are six basic emotions :""happiness, surprise, anger, disgust, fear, and sadness."" That is what emtions of a regular humans looks like. Either you happy because you got good grades, or anger because someone ate you ice cream that you save for a long time. They bring every emotions of humans in real life in the software to help help it easily recognize humans face. One of the example from the article is when your frontalis pars lateralis muscle (above your eyes) raises your eyebrows when you are surprised, or your orbicularis oris (around your moth) tightens your lips to show anger. The computer is really smart, just look to your face and form the 3-D it can easily show how mad you are, how sad you are. Even from the painting Mona Lisa of Leonardo da Vinci, the computer show she's 83 percent happy, 9 percent disgusted, 6 percent fear ful and 2 percent angry. You can see how smart it is. If you mad and angry or surprise at the same time, the computer will still know and point of the percent of each emotions. When you make a fake smile, the software still recognize it. According to the article ""But in a false smile, the mouth is stretched sideways using zygomatic major and a different muscle, the risorius."" You cannot lie to them, they already know exactly how you give them fake or real smile. Go back with Dr. Huang classroom. Why is FACS is a valuable software for study at school? Because when you are tired, bored or mad about something you cannot focus on the lesson or what the teacher or proffessor teach you. From that the computer will recognize your emotions and tell the teacher your feeling. Teacher cannot make you forget about your problems but they will create or find another way to make the class seem more fun or do more activities instead of just standing and read ore teach boring stuff that you don't care about. That's help you feel more comfortable, in that way when you feel happy and relax you can focus on your work more. All of the stuff that you learn will easily come to your brain and you will remember it.

The FACS is a great software for school. It can help teacher/professor a lots in their way of teaching students and from that students will focus more on the teaching time. Not just classroom, this could help many people around the world with whatever they do. Because sometime, humans being never tell anyone about their feeling, they just sad and angry but noone now about it. Using computer to communicate with them is a great ideas. Like an example in the article, when it recognize your emotions and know that you sad, it will find an ad or something funny that can make you laugh right the way. Since many people around the world using technology all the time, people should create more things that could help technology communicate with humans. Because it could help the world more modernized, help the people without family or friends feel better when they communicate with technology. Growth more technology will make the world better.   ",3,1619550000000.0,4063,4251,"Why is FACS is a valuable software for study at school? Because when you are tired, bored or mad about something you cannot focus on the lesson or what the teacher or proffessor teach you. ",Claim,Claim 4,Adequate,1619550000000.0,The Facial Action Coding System is a valuable software for school that help teacher recognize students feeling and that can make the class better.,Position,Indiana,Text dependent,"""Making Mona Lisa Smile"", by Nick D'Alto",Facial action coding system,"In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",F,10.0,Yes,Asian/Pacific Islander,Economically disadvantaged,Not identified as having disability,1021
54211,AAAVUP14319000070497,45D591EAE2AE,train,"Many scientist have trouble on learnig more about Venus. It may act like it the brightest light in the sky but it`s not the easiest to study. They have a rough time try to discover it because they don`t have the right materials to study the planet. They have sent numerous spacecraft to the land on this clound-fraped world. All of the spacecrafts that have tried to land has never made it back. They have no evidence on what`s on this planet.

Scientist have tried to discover venus but they fail everytime. Do you think it`s because of how thick the atmosphere is with carbon dioxide? The air on Venus is very different that Earth. It makes it difficult because the clouds are filled with highly corrosive sulfuric acid and the average temperature is 800 degress Fahrenheit. The human body can not survive in that type of weather. The environment on venus would crush a submarine with how hot it is. Scientist compare the pressure and the heat to a erupting volcanoes. Will they ever figure out a way to do more studys on Venus.

As more and more people study Venus,they want to figure out how to get there. The National Aeronautics and Space Administration has one particulary compelling idea for spending humans to study Venus. They may have came up with a idea to float above the fray. They want the vehicle to avoid the unfriendly ground conditions by staying up and away from the ground. The temperature would still be pretty hot but not as hot as the ground tempertaure. The temperature in the air would be around 170 degrees Fahrenheit but the air temperature would be close to the sea level on Earth. As many people study this idea,they will think that the human body would be able to use this method instead of going on the land of Venus. Could you see this happening in the future or not?

Other researchers think that Venus is to inhospitable to visit. They think that many years ago that Venus was just like Earth but they have no evidence to support the claim. On the other hand,how could Venus be like it is today and it like Earth years ago. Did Venus move that far away for it not to be a living place. The planet is a rocky sediment and has valleys,mountains and craters. I would say within a couple of years,scientist will have enough technology to discovert his planet. Would you ever live on this planet if they discover that it is a living place.

With all the evidence and support that scientist have,can Venus be a safe place to live. I think within the next couple years we will truely know what kind of planet it is. Scientist do a good job on studying the planets and any other things they study. I just don`t understand how it was safe man years ago and not anymore. The technology will help us study and get more information we need. I hope to see many people on the Planet Venus in the next couple years.    ",3,1617240000000.0,2368,2832,"With all the evidence and support that scientist have,can Venus be a safe place to live. I think within the next couple years we will truely know what kind of planet it is. Scientist do a good job on studying the planets and any other things they study. I just don`t understand how it was safe man years ago and not anymore. The technology will help us study and get more information we need. I hope to see many people on the Planet Venus in the next couple years. ",Concluding Statement,Concluding Statement 1,Effective,,,,Indiana,Text dependent,"""The Challenge of Exploring Venus""",Exploring Venus,"In ""The Challenge of Exploring Venus,"" the author suggests studying Venus is a worthy pursuit despite the dangers it presents. Using details from the article, write an essay evaluating how well the author supports this idea. Be sure to include: a claim that evaluates how well the author supports the idea that studying Venus is a worthy pursuit despite the dangers; an explanation of the evidence from the article that supports your claim; an introduction, a body, and a conclusion to your essay.",M,10.0,No,White,Not economically disadvantaged,Identified as having disability,518
152329,AAAXMP138200000870042125_OR,41A45843C231,train,"Part of our current edgucation system provides free chidcare to parents in adition to helping yonger students develope socially. This is why brick and morder schools will always be a necesity for elementery schoolers, but students outside that age range should have the opportunity to demonstrate their responcibility inorder to receive the privilage of being taught at home rather then at school because of social distractions, and the general time sink that is school .

All you ever hear about public schools today is bullying, exclusion, and drama that is pointless and distracts students from their academics, the solution is right infront of us, online school. Online school would be superior to traditional brick and morter school because students would have minimul opportunities to interact with one and other durring class which would make classroom control easier for the teacher. In adition to students having minimul opportunities to speak in class, everything that was said durring the class could be monitered by the teacher or by an automated program designed to detect any buzz words, unkind or curse words. The audomation could also keep count of the number of times students cursed or said rude things to eachother and report these infractions to the teacher. While this process might sound invasive, it isn't anything that teachers don't try to facilitate with physically, now they can do it technologically.

While the inclass conversations can definently be monitered, there is also out of class social media and txting that could be distracting during online class time, and with no physical adult in the room telling students to put away the phone how could we be sure that we aren't just trading one evil for another? While there are numerous distractions at home that could cause students grades to dip, the solution to this potential problem is that online school would need to be a privilage and not a right. Class time would need to be monitered.

Another benafit of monitered online school is that with less distractions the class could move faster which would allow extra time for students to persue recreational activities, and academic interests- this system would allow students to seperate their work time from their play time in a way that is just not possible today. This system of having extra time to dedicate to passions would also be benafitial in incentivising students to pay attention during class. This system also promotes better friendships by giving students time to persue interests outside of school-- providing an outlet to meet like minded people.

While online school isn't a perfect solution, it could change the way that manny students view school as a whole. Instead of being forced to sit in a building all day with other kids, we could be at home leaning on our own time with pre-recorded videos. With online schooling students get the opportunity to control their own edcation, and they are also incentivised to preform well, not because they are compeeting for spots at some perstegeous collage, but becuause they want their own free time.     ",5,1621960000000.0,2595,3094,"While online school isn't a perfect solution, it could change the way that manny students view school as a whole. Instead of being forced to sit in a building all day with other kids, we could be at home leaning on our own time with pre-recorded videos. With online schooling students get the opportunity to control their own edcation, and they are also incentivised to preform well, not because they are compeeting for spots at some perstegeous collage, but becuause they want their own free time.  ",Concluding Statement,Concluding Statement 1,Effective,,,,Virginia,Independent,,Distance learning,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing. Do you think students would benefit from being able to attend classes from home? Take a position on this issue. Support your response with reasons and examples.,F,11.0,No,White,Not economically disadvantaged,Identified as having disability,508
128045,2221005142,9E0F552B6A65,train,"Dear Ms. Principal:

It has come to my attention as a student, that you may be changing your policies on cell phone use in school. It is my personal opinion that you should allow student to use their phones outside of class. I think this because, myself being a student here, cell phones allow students to contact their families, contact teaching staff, and stay in touch with one another during school hours.

First off, we students are often given difficult projects that we must complete. For example, a group project assigned to two students who don't see each other outside of school hours. Wouldn't it be better for these to students to be able to speak to one another during school hours? This is one of my reasons for supporting the use of cell phones during free time.

Secondly, students may need to contact their families during the day. A student may be a bus rider, but due to bad weather the student may need to be picked up by car. It would be much easier for this student to be able to use their cell phone then to have to borrow one from a teacher or go to the office. Or they may need to tell their mother or father to turn the stove off or let the dog out.

lastly, a student may need to contact a member of the teaching staff for information on a project. Or they may need to ask a question about tonight's homework. Or maybe another student falls and injures themselves, or a fight brakes lose, it would be easy and very convenient to be able to use cell phones in school.

To conclude, the use of cell phones during school would be very beneficial for the student population. I hope I have made you see clearer the benefits of allowing us students to use them.

Sincerely, a concerned student.",4,1620520000000.0,329,351,contact teaching staff ,Claim,Claim 2,Adequate,,,,NCES,Independent,,Cell phones at school,"Your principal is reconsidering the school's cell phone policy. She is considering two possible policies: 
Policy 1: Allow students to bring phones to school and use them during lunch periods and other free times, as long as the phones are turned off during class time. 
Policy 2: Do not allow students to have phones at school at all.
Write a letter to your principal convincing her which policy you believe is better. Support your position with specific reasons.",M,8.0,No,White,Economically disadvantaged,Not identified as having disability,311
